Registrant,Money,Foreign_Agency,Num_Reg,Year,Country,Year2,
"Podesta Group, Inc. ",128000.00,Embassy of Japan,5926,201702,Japan,2017,
"Sorini, Samet & Associates, LLC ",26500.00,Embassy of Japan,5839,201702,Japan,2017,
"McGuireWoods Consulting, LLC ",30000.00,Embassy of Japan,6295,201701,Japan,2017,
"Mercury Public Affairs, LLC ",70000.00,Embassy of Japan,6170,201701,Japan,2017,
"Akin, Gump, Strauss, Hauer & Feld, LLP ",449768.47,Embassy of Japan ,3492,201701,Japan,2017,
Alignment Government Strategies ,122500.00,Embassy of Japan ,6317,201701,Japan,2017,
"Daschle Group, LLC ",150000.00,Embassy of Japan ,6280,201701,Japan,2017,
Fratelli Group,86613.00,Embassy of Japan ,5867,201701,Japan,2017,
Friedlander Group ,11200.00,Embassy of Japan ,6097,201701,Japan,2017,
"Greenfield Law, LLC ",51500.00,Embassy of Japan ,6294,201701,Japan,2017,
Holland & Knight ,56261.20,Embassy of Japan ,3718,201701,Japan,2017,
"James S. Nathanson & Associates, LLC ",50000.00,Embassy of Japan ,6403,201701,Japan,2017,
"Maia Comeau, Global Government Affairs Solutions ",45000.00,Embassy of Japan ,6409,201702,Japan,2017,
"Maia Comeau, Global Government Affairs Solutions ",45000.00,Embassy of Japan ,6409,201701,Japan,2017,
Orion Strategies LLC ,240000.00,Embassy of Japan ,5437,201701,Japan,2017,
"Parvin, C. Landon ",72000.00,Embassy of Japan ,6194,201701,Japan,2017,
"Podesta Group, Inc. ",128000.00,Embassy of Japan ,5926,201701,Japan,2017,
"Covington & Burling, LLP ",45329.20,Korea Atomic Energy Research Institute (KAERI) ,5852,201201,South Korea,2012,
"Lowe-Lee, Florence ",200000.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201201,South Korea,2012,
"Covington & Burling, LLP ",135000.00,Korea Atomic Energy Research Institute (KAERI) ,5852,201202,South Korea,2012,
"Lowe-Lee, Florence ",200000.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201202,South Korea,2012,
"Lowe-Lee, Florence ",100000.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201301,South Korea,2013,
"Lowe-Lee, Florence ",86500.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201302,South Korea,2013,
"Lowe-Lee, Florence ",140000.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201401,South Korea,2014,
"Lowe-Lee, Florence ",94818.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201402,South Korea,2014,
"Lowe-Lee, Florence ",65725.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201501,South Korea,2015,
"Lowe-Lee, Florence ",125484.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201502,South Korea,2015,
"Lowe-Lee, Florence ",60000.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201601,South Korea,2016,
"Lowe-Lee, Florence ",30000.00,Korea Atomic Energy Research Institute (KAERI) ,6067,201701,South Korea,2017,
Korea Economic Institute ,1120319.00,Korea Institute for International Economic Policy (KIEP) ,3327,201101,South Korea,2011,
Korea Economic Institute ,1365174.00,Korea Institute for International Economic Policy (KIEP) ,3327,201102,South Korea,2011,
Korea Economic Institute ,1108845.00,Korea Institute for International Economic Policy (KIEP) ,3327,201201,South Korea,2012,
Korea Economic Institute ,1310511.00,Korea Institute for International Economic Policy (KIEP) ,3327,201202,South Korea,2012,
Korea Economic Institute ,1176762.00,Korea Institute for International Economic Policy (KIEP) ,3327,201301,South Korea,2013,
Korea Economic Institute ,1357541.60,Korea Institute for International Economic Policy (KIEP) ,3327,201302,South Korea,2013,
Korea Economic Institute ,1255148.84,Korea Institute for International Economic Policy (KIEP) ,3327,201401,South Korea,2014,
Korea Economic Institute ,1470988.00,Korea Institute for International Economic Policy (KIEP) ,3327,201402,South Korea,2014,
Korea Economic Institute ,1235113.00,Korea Institute for International Economic Policy (KIEP) ,3327,201501,South Korea,2015,
Korea Economic Institute ,1391975.00,Korea Institute for International Economic Policy (KIEP) ,3327,201502,South Korea,2015,
Korea Economic Institute ,1131132.00,Korea Institute for International Economic Policy (KIEP) ,3327,201601,South Korea,2016,
Korea Economic Institute ,1192963.00,Korea Institute for International Economic Policy (KIEP) ,3327,201602,South Korea,2016,
Korea Economic Institute ,1126008.00,Korea Institute for International Economic Policy (KIEP) ,3327,201701,South Korea,2017,
Korea Economic Institute ,1167549.00,Korea Institute for International Economic Policy (KIEP) ,3327,201702,South Korea,2017,
"Korea International Trade Association, Inc. ",243000.00,Korea International Trade Association (KITA) ,2686,201101,South Korea,2011,
"Patton Boggs, LLP ",280000.00,Korea International Trade Association (KITA) ,2165,201101,South Korea,2011,
"Thomas Capitol Partners, Inc. ",60000.00,Korea International Trade Association (KITA) ,5982,201101,South Korea,2011,
"Winston & Strawn, LLP ",101970.00,Korea International Trade Association (KITA) ,5909,201101,South Korea,2011,
"Korea International Trade Association, Inc. ",254000.00,Korea International Trade Association (KITA) ,2686,201102,South Korea,2011,
"Patton Boggs, LLP ",420000.00,Korea International Trade Association (KITA) ,2165,201102,South Korea,2011,
"Winston & Strawn, LLP ",96000.00,Korea International Trade Association (KITA) ,5909,201102,South Korea,2011,
"Korea International Trade Association, Inc. ",254000.00,Korea International Trade Association (KITA) ,2686,201201,South Korea,2012,
"Thomas Capitol Partners, Inc. ",60000.00,Korea International Trade Association (KITA) ,5982,201201,South Korea,2012,
"Winston & Strawn, LLP ",98000.00,Korea International Trade Association (KITA) ,5909,201201,South Korea,2012,
"Korea International Trade Association, Inc. ",192000.00,Korea International Trade Association (KITA) ,2686,201202,South Korea,2012,
"Thomas Capitol Partners, Inc. ",60000.00,Korea International Trade Association (KITA) ,5982,201202,South Korea,2012,
"Korea International Trade Association, Inc. ",175000.00,Korea International Trade Association (KITA) ,2686,201301,South Korea,2013,
"Korea International Trade Association, Inc. ",243000.00,Korea International Trade Association (KITA) ,2686,201302,South Korea,2013,
"Thomas Capitol Partners, Inc. ",60000.00,Korea International Trade Association (KITA) ,5982,201302,South Korea,2013,
"Korea International Trade Association, Inc. ",283000.00,Korea International Trade Association (KITA) ,2686,201401,South Korea,2014,
"Thomas Capitol Partners, Inc. ",60000.00,Korea International Trade Association (KITA) ,5982,201401,South Korea,2014,
"Korea International Trade Association, Inc. ",306000.00,Korea International Trade Association (KITA) ,2686,201402,South Korea,2014,
"Thomas Capitol Partners, Inc. ",60000.00,Korea International Trade Association (KITA) ,5982,201402,South Korea,2014,
"Korea International Trade Association, Inc. ",257000.00,Korea International Trade Association (KITA) ,2686,201501,South Korea,2015,
"Thomas Capitol Partners, Inc. ",60900.00,Korea International Trade Association (KITA) ,5982,201501,South Korea,2015,
"Finn Partners, Inc. ",12000.00,Korea International Trade Association (KITA) ,6212,201502,South Korea,2015,
"Korea International Trade Association, Inc. ",248000.00,Korea International Trade Association (KITA) ,2686,201502,South Korea,2015,
"Korea International Trade Association, Inc. ",404600.00,Korea International Trade Association (KITA) ,2686,201601,South Korea,2016,
"Thomas Capitol Partners, Inc. ",60900.00,Korea International Trade Association (KITA) ,5982,201601,South Korea,2016,
"Korea International Trade Association, Inc. ",408900.00,Korea International Trade Association (KITA) ,2686,201602,South Korea,2016,
"Thomas Capitol Partners, Inc. ",60900.00,Korea International Trade Association (KITA) ,5982,201602,South Korea,2016,
"K&L Gates, LLP ",89420.00,Korea International Trade Association (KITA) ,6331,201701,South Korea,2017,
"Kim, Nancy Myung-Jin ",5000.00,Korea International Trade Association (KITA) ,6430,201701,South Korea,2017,
"Korea International Trade Association, Inc. ",418000.00,Korea International Trade Association (KITA) ,2686,201701,South Korea,2017,
"Sonoran Policy Group, LLC ",20000.00,Korea International Trade Association (KITA) ,6399,201701,South Korea,2017,
"Thomas Capitol Partners, Inc. ",60900.00,Korea International Trade Association (KITA) ,5982,201701,South Korea,2017,
"Finn Partners, Inc. ",3000.00,Korea International Trade Association (KITA) ,6212,201702,South Korea,2017,
"Korea International Trade Association, Inc. ",557000.00,Korea International Trade Association (KITA) ,2686,201702,South Korea,2017,
"Thomas Capitol Partners, Inc. ",60900.00,Korea International Trade Association (KITA) ,5982,201702,South Korea,2017,
"Korea National Tourism Organization, Los Angeles ",1044598.11,Korea National Tourism Corporation ,2544,201101,South Korea,2011,
"Korea National Tourism Organization, New Jersey ",689382.27,Korea National Tourism Corporation ,2614,201101,South Korea,2011,
"Korea National Tourism Organization, Los Angeles ",634461.30,Korea National Tourism Corporation ,2544,201102,South Korea,2011,
"Korea National Tourism Organization, New Jersey ",908308.93,Korea National Tourism Corporation ,2614,201102,South Korea,2011,
"Korea National Tourism Organization, Los Angeles ",624965.68,Korea National Tourism Corporation ,2544,201201,South Korea,2012,
"Korea National Tourism Organization, New Jersey ",963500.25,Korea National Tourism Corporation ,2614,201201,South Korea,2012,
"Korea National Tourism Organization, Los Angeles ",574557.76,Korea National Tourism Corporation ,2544,201202,South Korea,2012,
"Korea National Tourism Organization, New Jersey ",932046.37,Korea National Tourism Corporation ,2614,201202,South Korea,2012,
"Korea National Tourism Organization, Los Angeles ",835749.77,Korea National Tourism Corporation ,2544,201301,South Korea,2013,
"Korea National Tourism Organization, New Jersey ",537341.44,Korea National Tourism Corporation ,2614,201301,South Korea,2013,
"Korea National Tourism Organization, Los Angeles ",1048612.41,Korea National Tourism Corporation ,2544,201302,South Korea,2013,
"Korea National Tourism Organization, New Jersey ",811184.93,Korea National Tourism Corporation ,2614,201302,South Korea,2013,
"Korea National Tourism Organization, Los Angeles ",680647.56,Korea National Tourism Corporation ,2544,201401,South Korea,2014,
"Korea National Tourism Organization, New Jersey ",808263.07,Korea National Tourism Corporation ,2614,201401,South Korea,2014,
"Korea National Tourism Organization, Los Angeles ",660293.62,Korea National Tourism Corporation ,2544,201402,South Korea,2014,
"Korea National Tourism Organization, New Jersey ",927169.39,Korea National Tourism Corporation ,2614,201402,South Korea,2014,
"Korea National Tourism Organization, Los Angeles ",676560.21,Korea National Tourism Corporation ,2544,201501,South Korea,2015,
"Korea National Tourism Organization, New Jersey ",728218.35,Korea National Tourism Corporation ,2614,201501,South Korea,2015,
"Korea National Tourism Organization, Los Angeles ",548252.18,Korea National Tourism Corporation ,2544,201502,South Korea,2015,
"Korea National Tourism Organization, New Jersey ",1413004.98,Korea National Tourism Corporation ,2614,201502,South Korea,2015,
"Korea National Tourism Organization, Los Angeles ",583582.55,Korea National Tourism Corporation ,2544,201601,South Korea,2016,
"Korea National Tourism Organization, New Jersey ",687221.68,Korea National Tourism Corporation ,2614,201601,South Korea,2016,
"Korea National Tourism Organization, Los Angeles ",772028.42,Korea National Tourism Corporation ,2544,201602,South Korea,2016,
"Korea National Tourism Organization, New Jersey ",1033639.07,Korea National Tourism Corporation ,2614,201602,South Korea,2016,
"Korea National Tourism Organization, Los Angeles ",457222.77,Korea National Tourism Corporation ,2544,201701,South Korea,2017,
"Korea National Tourism Organization, New Jersey ",1124077.71,Korea National Tourism Corporation ,2614,201701,South Korea,2017,
"Korea National Tourism Organization, Los Angeles ",587325.97,Korea National Tourism Corporation ,2544,201702,South Korea,2017,
"Korea National Tourism Organization, New Jersey ",1102105.97,Korea National Tourism Corporation ,2614,201702,South Korea,2017,
"Cassidy & Associates, Inc. ",113333.28,Korea Trade-Investment Promotion Agency ,5643,201101,South Korea,2011,
Korea Business Center ,11919212.37,Korea Trade-Investment Promotion Agency ,1619,201101,South Korea,2011,
Korea Business Center ,10733956.35,Korea Trade-Investment Promotion Agency ,1619,201102,South Korea,2011,
Korea Business Center ,11890622.40,Korea Trade-Investment Promotion Agency ,1619,201201,South Korea,2012,
Korea Business Center ,12378749.22,Korea Trade-Investment Promotion Agency ,1619,201202,South Korea,2012,
Korea Business Center ,11575096.68,Korea Trade-Investment Promotion Agency ,1619,201301,South Korea,2013,
Korea Business Center ,11299923.09,Korea Trade-Investment Promotion Agency ,1619,201302,South Korea,2013,
Korea Business Center ,12116794.80,Korea Trade-Investment Promotion Agency ,1619,201401,South Korea,2014,
Korea Business Center ,15098611.42,Korea Trade-Investment Promotion Agency ,1619,201402,South Korea,2014,
Korea Business Center ,12001513.54,Korea Trade-Investment Promotion Agency ,1619,201501,South Korea,2015,
Korea Business Center ,16995326.20,Korea Trade-Investment Promotion Agency ,1619,201502,South Korea,2015,
KOTRA ,16878599.58,Korea Trade-Investment Promotion Agency ,1619,201602,South Korea,2016,
KOTRA ,24824396.64,Korea Trade-Investment Promotion Agency ,1619,201701,South Korea,2017,
KOTRA ,21410787.02,Korea Trade-Investment Promotion Agency ,1619,201702,South Korea,2017,
"KBS America, Inc. ",5961640.28,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201101,South Korea,2011,
"KBS America, Inc. ",5032559.57,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201102,South Korea,2011,
"KBS America, Inc. ",5042472.95,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201201,South Korea,2012,
"KBS America, Inc. ",5505980.76,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201202,South Korea,2012,
"KBS America, Inc. ",4841080.56,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201301,South Korea,2013,
"KBS America, Inc. ",5096588.28,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201302,South Korea,2013,
"KBS America, Inc. ",6002275.68,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201401,South Korea,2014,
"KBS America, Inc. ",6626199.29,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201402,South Korea,2014,
"KBS America, Inc. ",6269256.81,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201501,South Korea,2015,
"KBS America, Inc. ",6448464.19,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201502,South Korea,2015,
"KBS America, Inc. ",6923600.70,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201601,South Korea,2016,
"KBS America, Inc. ",6960831.13,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201602,South Korea,2016,
"KBS America, Inc. ",7241791.24,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201701,South Korea,2017,
"KBS America, Inc. ",6438592.92,"Korean Broadcasting System through e-KBS Co., Ltd. ",5684,201702,South Korea,2017,
"Overseas Korean Cultural Heritage Foundation, USA ",427250.09,Korean Cultural Heritage Administration through the Overseas Korean Cultural Heritage Foundation ,6397,201701,South Korea,2017,
"Overseas Korean Cultural Heritage Foundation, USA ",262682.20,Korean Cultural Heritage Administration through the Overseas Korean Cultural Heritage Foundation ,6397,201702,South Korea,2017,
"Sorini, Samet & Associates, LLC ",26500.00,Embassy of Japan ,5839,201701,Japan,2017,
"Garvey, Schubert & Barer ",21290.00,Global Guardian Trust,3047,201702,Japan,2017,
"Garvey, Schubert & Barer ",15600.00,Global Guardian Trust ,3047,201701,Japan,2017,
"Daniel J. Edelman, Inc. ",620596.96,Government of Japan,3634,201701,Japan,2017,
"Fleishman-Hillard, Inc. ",11100.00,Government of Japan,5801,201702,Japan,2017,
"Hecht, Latham, Spencer & Associates, Inc. ",100500.00,Government of Japan,5451,201702,Japan,2017,
Hogan Lovells US LLP ,410499.33,Government of Japan,2244,201702,Japan,2017,
"Finsbury, LLC ",22172.80,Government of Japan ,6293,201701,Japan,2017,
"Hecht, Latham, Spencer & Associates, Inc. ",105000.00,Government of Japan ,5451,201701,Japan,2017,
Hogan Lovells US LLP ,267708.31,Government of Japan ,2244,201701,Japan,2017,
"Prism Strategy, Inc. ",22922.00,Government of Japan ,6419,201702,Japan,2017,
"Prism Strategy, Inc. ",22922.00,Government of Japan ,6419,201701,Japan,2017,
Butterfield Carter and Associates ,18305.00,Institute of Cetacean Research ,5398,201701,Japan,2017,
Butterfield Carter and Associates ,18305.00,Institute of Cetacean Research ,5398,201702,Japan,2017,
Maseng Communications ,47918.66,"Japan Automobile Manufacturers' Association, Inc. ",4660,201702,Japan,2017,
Maseng Communications ,47918.66,"Japan Automobile Manufacturers' Association, Inc. ",4660,201701,Japan,2017,
"JETRO, Atlanta ",268400.00,Japan External Trade Organization (JETRO) ,4069,201701,Japan,2017,
"JETRO, Chicago ",1428900.00,Japan External Trade Organization (JETRO) ,1850,201701,Japan,2017,
"JETRO, Houston ",319038.95,Japan External Trade Organization (JETRO) ,2277,201701,Japan,2017,
"JETRO, Los Angeles ",2046060.29,Japan External Trade Organization (JETRO) ,1833,201701,Japan,2017,
"JETRO, Atlanta ",203700.00,Japan External Trade Organization (JETRO) ,4069,201702,Japan,2017,
"JETRO, Chicago ",1399600.00,Japan External Trade Organization (JETRO) ,1850,201702,Japan,2017,
"JETRO, Houston ",404647.49,Japan External Trade Organization (JETRO) ,2277,201702,Japan,2017,
"JETRO, Los Angeles ",613300.00,Japan External Trade Organization (JETRO) ,1833,201702,Japan,2017,
"JETRO, San Francisco ",1230500.00,Japan External Trade Organization (JETRO) ,1813,201702,Japan,2017,
"JETRO, San Francisco ",1230500.00,Japan External Trade Organization (JETRO) ,1813,201701,Japan,2017,
"Japan National Tourism Organization, Los Angeles ",297115.63,Japan National Tourist Organization ,2350,201701,Japan,2017,
Japan National Tourism Organization ,1422541.35,Japan National Tourist Organization ,769,201701,Japan,2017,
"Japan National Tourism Organization, Los Angeles ",297115.63,Japan National Tourist Organization ,2350,201702,Japan,2017,
Japan National Tourism Organization ,1211124.05,Japan National Tourist Organization ,769,201702,Japan,2017,
"NHK Cosmomedia America, Inc. ",1419992.00,JNG Shareholders Group,4490,201702,Japan,2017,
"NHK Cosmomedia America, Inc. ",1419992.00,JNG Shareholders Group ,4490,201701,Japan,2017,
Kobe Trade Information Office ,102767.97,Kobe Municipal Government,2438,201702,Japan,2017,
Kobe Trade Information Office ,102767.97,Kobe Municipal Government ,2438,201701,Japan,2017,
"Burson-Marsteller, LLC (Washington, DC) ",175000.00,"Kobe Steel, Ltd.",6227,201702,Japan,2017,
"K&L Gates, LLP ",13000.00,Postal Savings and Insurance Development Institute (POSID) ,6331,201601,South Korea,2016,
Small Business Corporation USA Office ,598202.14,Small & Medium Business Corporation ,6195,201401,South Korea,2014,
Small Business Corporation USA Office ,812559.47,Small & Medium Business Corporation ,6195,201402,South Korea,2014,
Small Business Corporation USA Office ,1410761.61,Small & Medium Business Corporation ,6195,201501,South Korea,2015,
Small Business Corporation USA Office ,972287.07,Small & Medium Business Corporation ,6195,201502,South Korea,2015,
Small Business Corporation USA Office ,136273.28,Small & Medium Business Corporation ,6195,201601,South Korea,2016,
Small Business Corporation USA Office ,332007.19,Small & Medium Business Corporation ,6195,201602,South Korea,2016,
Small Business Corporation USA Office ,373727.78,Small & Medium Business Corporation ,6195,201701,South Korea,2017,
Small Business Corporation USA Office ,294864.06,Small & Medium Business Corporation ,6195,201702,South Korea,2017,
"Crowell & Moring International, Ltd. ",215121.45,Board of Foreign Trade (BOFT),3988,201601,Taiwan,2016,
"Crowell & Moring International, Ltd. ",107697.29,Board of Foreign Trade (BOFT),3988,201701,Taiwan,2017,
"Crowell & Moring International, Ltd. ",214108.41,Board of Foreign Trade (BOFT),3988,201702,Taiwan,2017,
"Daschle Group, LLC ",150000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6280,201502,Taiwan,2015,
"Daschle Group, LLC ",162000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6280,201602,Taiwan,2016,
"Daschle Group, LLC ",125000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6280,201701,Taiwan,2017,
"Daschle Group, LLC ",60000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6280,201702,Taiwan,2017,
"Far East Trade Services, Inc. ",241729.00,Taiwan External Trade Development Council (TAITRA) ,2985,201102,Taiwan,2011,
"Far East Trade Services, Inc. ",213161.00,Taiwan External Trade Development Council (TAITRA) ,2985,201202,Taiwan,2012,
"Far East Trade Services, Inc. ",191012.51,Taiwan External Trade Development Council (TAITRA) ,2985,201301,Taiwan,2013,
"Far East Trade Services, Inc. ",235783.56,Taiwan External Trade Development Council (TAITRA) ,2985,201302,Taiwan,2013,
"Far East Trade Services, Inc. ",181479.74,Taiwan External Trade Development Council (TAITRA) ,2985,201401,Taiwan,2014,
"Far East Trade Services, Inc. ",221840.38,Taiwan External Trade Development Council (TAITRA) ,2985,201402,Taiwan,2014,
"Far East Trade Services, Inc. ",286680.18,Taiwan External Trade Development Council (TAITRA) ,2985,201501,Taiwan,2015,
"Far East Trade Services, Inc. ",303525.86,Taiwan External Trade Development Council (TAITRA) ,2985,201502,Taiwan,2015,
"Far East Trade Services, Inc. ",319653.87,Taiwan External Trade Development Council (TAITRA) ,2985,201601,Taiwan,2016,
"Far East Trade Services, Inc. ",361095.69,Taiwan External Trade Development Council (TAITRA) ,2985,201602,Taiwan,2016,
"Far East Trade Services, Inc. ",123916.71,Taiwan External Trade Development Council (TAITRA) ,2985,201701,Taiwan,2017,
"Fonte, Michael Joseph ",30000.00,Democratic Progressive Party ,5514,201101,Taiwan,2011,
"Fonte, Michael Joseph ",30000.00,Democratic Progressive Party ,5514,201102,Taiwan,2011,
"Fonte, Michael Joseph ",30000.00,Democratic Progressive Party ,5514,201201,Taiwan,2012,
"Fonte, Michael Joseph ",30000.00,Democratic Progressive Party ,5514,201202,Taiwan,2012,
"Fonte, Michael Joseph ",30000.00,Democratic Progressive Party ,5514,201301,Taiwan,2013,
"Fonte, Michael Joseph ",92999.96,Democratic Progressive Party ,5514,201302,Taiwan,2013,
Gephardt Group Government Affairs ,225000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201701,Taiwan,2017,
"Gephardt Group Government Affairs, LLC",150000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201302,Taiwan,2013,
"Gephardt Group Government Affairs, LLC",150000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201502,Taiwan,2015,
"Gephardt Group Government Affairs, LLC ",125000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201401,Taiwan,2014,
"Gephardt Group Government Affairs, LLC ",150000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201402,Taiwan,2014,
"Gephardt Group Government Affairs, LLC ",150000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201501,Taiwan,2015,
"Gephardt Group Government Affairs, LLC ",175000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201601,Taiwan,2016,
"Gephardt Group Government Affairs, LLC ",75000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201602,Taiwan,2016,
"Gephardt Group Government Affairs, LLC ",132000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5874,201702,Taiwan,2017,
Global Vision Communications ,18750.00,Taiwanese Civil Government ,6340,201601,Taiwan,2016,
Global Vision Communications ,185315.00,Taiwanese Civil Government ,6340,201602,Taiwan,2016,
Global Vision Communications ,561935.92,Taiwanese Civil Government ,6340,201701,Taiwan,2017,
Global Vision Communications ,519970.53,Taiwanese Civil Government ,6340,201702,Taiwan,2017,
"Glover Park Group, LLC ",47000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201101,Taiwan,2011,
"Glover Park Group, LLC ",77000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201102,Taiwan,2011,
"Glover Park Group, LLC ",165000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201201,Taiwan,2012,
"Glover Park Group, LLC ",109000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201202,Taiwan,2012,
"Glover Park Group, LLC ",140000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201301,Taiwan,2013,
"Glover Park Group, LLC ",120000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201302,Taiwan,2013,
"Glover Park Group, LLC ",120000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201401,Taiwan,2014,
"Glover Park Group, LLC ",90000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201402,Taiwan,2014,
"Glover Park Group, LLC ",140000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201501,Taiwan,2015,
"Glover Park Group, LLC ",100000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,5666,201502,Taiwan,2015,
"Heather Podesta + Partners, LLC ",175000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6103,201202,Taiwan,2012,
"Heather Podesta + Partners, LLC ",150000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6088,201301,Taiwan,2013,
"Heather Podesta + Partners, LLC ",150000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6103,201302,Taiwan,2013,
"Heather Podesta + Partners, LLC ",125000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6103,201401,Taiwan,2014,
"Heather Podesta + Partners, LLC ",125000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6103,201402,Taiwan,2014,
"Hergen, James G. ",12500.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6088,201201,Taiwan,2012,
"Hergen, James G. ",8700.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6088,201202,Taiwan,2012,
"Hergen, James G. ",28600.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6088,201301,Taiwan,2013,
"International Trade & Development Agency, Inc.",59500.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201401,Taiwan,2014,
"International Trade & Development Agency, Inc. ",92496.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201101,Taiwan,2011,
"International Trade & Development Agency, Inc. ",51000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201102,Taiwan,2011,
"International Trade & Development Agency, Inc. ",34000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201201,Taiwan,2012,
"International Trade & Development Agency, Inc. ",51500.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201202,Taiwan,2012,
"International Trade & Development Agency, Inc. ",42500.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201301,Taiwan,2013,
"International Trade & Development Agency, Inc. ",59500.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201302,Taiwan,2013,
"International Trade & Development Agency, Inc. ",42500.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201402,Taiwan,2014,
"International Trade & Development Agency, Inc. ",68000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201501,Taiwan,2015,
"International Trade & Development Agency, Inc. ",42500.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201502,Taiwan,2015,
"International Trade & Development Agency, Inc. ",68000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201601,Taiwan,2016,
"International Trade & Development Agency, Inc. ",42500.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201701,Taiwan,2017,
"International Trade & Development Agency, Inc. ",35000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,3690,201702,Taiwan,2017,
"Miller & Chevalier, Chartered ",135450.00,Board of Foreign Trade (BOFT),5365,201101,Taiwan,2011,
"Miller & Chevalier, Chartered ",135450.00,Board of Foreign Trade (BOFT),5365,201102,Taiwan,2011,
"Miller & Chevalier, Chartered ",90300.00,Board of Foreign Trade (BOFT),5365,201201,Taiwan,2012,
"Nickles Group, LLC ",100000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201302,Taiwan,2013,
"Nickles Group, LLC ",120000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201401,Taiwan,2014,
"Nickles Group, LLC ",100000.00,Taipei Economic and Cultural Representative Office in the United States (TECRO) ,6089,201402,Taiwan,2014,
