COUNTRY,WB COUNTRY CODE,YEAR,WB REGION,WB INCOME GROUP,DEPOSIT MONEY BANK ASSETS to (DEPOSIT MONEY + CENTRAL) BANK ASSETS (%),LIQUID LIABILITIES to GDP (%),CENTRAL BANK ASSETS to GDP (%),DEPOSIT MONEY BANK ASSETS to GDP (%),OTHER FINANCIAL INSTITUTIONS ASSETS to GDP (%),PRIVATE CREDIT BY DEPOSIT MONEY BANKS to GDP (%),PRIVATE CREDIT BY DEPOSIT MONEY BANKS AND OTHER FINANCIAL INSTITUTIONS to GDP (%),BANK DEPOSITS to GDP (%),FINANCIAL SYSTEM DEPOSITS to GDP (%),BANK CREDIT to BANK DEPOSITS (%),LIQUID LIABILITIES (IN MIL. 2010 USD),BANK OVERHEAD COSTS to TOTAL ASSETS (%),NET INTEREST MARGIN (%),BANK CONCENTRATION (%),BANK ROA,BANK ROE,BANK COST to INCOME RATIO (%),BANK Z-SCORE,LIFE INSURANCE PREMIUM VOLUME to GDP (%),NON-LIFE INSURANCE PREMIUM VOLUME to GDP (%),STOCK MARKET CAPITALIZATION to GDP (%),STOCK MARKET TOTAL VALUE TRADED to GDP (%),STOCK MARKET TURNOVER RATIO (%),NO. OF LISTED COMPANIES PER 10K POPULATION,PRIVATE BOND MARKET CAPITALIZATION to GDP (%),PUBLIC BOND MARKET CAPITALIZATION to GDP (%),INTERNATIONAL DEBT ISSUES to GDP (%),LOANS FROM NON-RESIDENT BANKS (NET) to GDP (%),LOANS FROM NON-RESIDENT BANKS (AMT OUTSTANDING) to GDP (%),OFFSHORE BANK DEPOSITS to DOMESTIC BANK DEPOSITS (%),REMITTANCE INFLOWS to GDP (%)
Lao PDR,LAO,1994,East Asia & Pacific,Lower middle income,86.44189,6.716524,0.7722484,4.92359,,3.559055,3.559055,5.05949,5.05949,70.34415,338.0979,,,,,,,,,,,,,,,,,,,,0.6478336
Lao PDR,LAO,1995,East Asia & Pacific,Lower middle income,87.2571,6.680596,0.7948222,5.442547,,3.891153,3.891153,5.176558,5.176558,75.16875,298.9814,,,,,,,,0.0011252,0.1845257,,,,,,,,,0.8505637,24.0989,0.0226817
Lao PDR,LAO,1996,East Asia & Pacific,Lower middle income,87.83703,6.507869,0.7513848,5.426256,,3.868945,3.868945,5.241715,5.241715,73.81066,362.013,,,,,,,,0.0026685,0.2994108,,,,,,,,,1.547763,19.3458,0.0266856
Lao PDR,LAO,1997,East Asia & Pacific,Lower middle income,81.68265,7.723533,1.477524,6.58873,,4.5986,4.5986,6.55384,6.55384,70.1665,209.4075,,,,,,,,0.0017173,0.1814622,,,,,,,,,4.464767,14.84763,0.0286203
Lao PDR,LAO,1998,East Asia & Pacific,Lower middle income,73.50462,15.09401,4.279598,11.87264,,8.650445,8.650445,13.52472,13.52472,63.96025,270.9375,,,,,,69.40402,,0.0031115,0.2543638,,,,,,,,,5.702332,12.70644,0.0468685
Lao PDR,LAO,1999,East Asia & Pacific,Lower middle income,66.00552,14.00382,4.789975,9.300475,,7.039042,7.039042,13.13674,13.13674,53.58285,264.6611,,,,,,,,0.0061885,0.2193465,,,,,,,,,5.981722,19.36515,0.0412533
Lao PDR,LAO,2000,East Asia & Pacific,Lower middle income,65.73063,13.74599,4.416505,8.47111,,6.52252,6.52252,13.19756,13.19756,49.42215,345.7372,,,,,,,,0.0057702,0.2238853,,,,,,,,,1.790668,14.44353,0.0381239
Lao PDR,LAO,2001,East Asia & Pacific,Lower middle income,69.06402,14.7115,4.483533,10.00941,,7.400327,7.400327,14.14399,14.14399,52.32136,335.2599,,,,,,,,0.003992,0.2429427,,,,,,,,,1.75278,6.795833,0.0392722
Lao PDR,LAO,2002,East Asia & Pacific,Lower middle income,68.33457,15.54011,4.628689,9.988796,,6.925122,6.925122,14.67426,14.67426,47.19233,400.3961,,,,,,99.54493,,0.0054684,0.25756,,,,,,,,,1.649436,6.201566,0.0414807
Lao PDR,LAO,2003,East Asia & Pacific,Lower middle income,67.86404,16.80696,4.126917,8.715135,,5.762679,5.762679,15.46249,15.46249,37.26876,481.5085,1.705494,,,,,,,0.0062455,0.3414213,,,,,,,,,0.9390486,6.073075,0.0378471
Lao PDR,LAO,2004,East Asia & Pacific,Lower middle income,70.40495,17.11463,3.339512,7.944508,,5.192777,5.192777,15.1794,15.1794,34.20937,572.17,1.680878,,,,,61.02761,,0.0047771,0.2420411,,,,,,,,,0.7183914,7.794991,0.0339781
Lao PDR,LAO,2005,East Asia & Pacific,Lower middle income,77.34637,16.66576,2.403602,8.206631,,5.490868,5.490868,14.16286,14.16286,38.76949,576.4338,1.99835,3.014307,,,,25,10.63197,0.0069936,0.3176554,,,,,,,,,3.619016,22.45548,0.0303412
Lao PDR,LAO,2006,East Asia & Pacific,Lower middle income,80.01057,16.00017,1.879066,7.521233,,5.100406,5.100406,13.23489,13.23489,38.53757,789.2483,1.95122,4.020101,,0,0,40,8.828335,0.0070593,0.5249262,,,,,,,,,4.691714,35.44971,0.1227158
Lao PDR,LAO,2007,East Asia & Pacific,Lower middle income,77.74622,18.45099,2.125125,7.424373,,5.096712,5.096712,15.08823,15.08823,33.77938,1091.344,3.136664,0.0381307,100,-3.387895,-20.59751,70.1836,16.85121,0.00617,0.2985337,,,,,,,,,8.666936,18.04854,0.1469047
Lao PDR,LAO,2008,East Asia & Pacific,Lower middle income,78.03993,21.25557,2.709464,9.628678,,7.159266,7.159266,17.21037,17.21037,41.59856,1422.098,7.447002,9.767884,96.95815,-1.185582,-17.97619,78.67813,7.497709,0.003595,0.4266655,,,,,,,,,7.439478,5.977045,0.3265041
Lao PDR,LAO,2009,East Asia & Pacific,Lower middle income,75.92492,24.51619,4.449734,14.033,,11.92844,11.92844,19.55474,19.55474,61.00027,1831.679,3.471581,4.085113,96.3547,1.528194,23.23801,55.42302,5.816553,0.0109221,0.3206792,,,,,,,,,5.7433,7.715161,0.6442119
Lao PDR,LAO,2010,East Asia & Pacific,Lower middle income,75.73145,29.78893,6.130406,19.13029,,16.97946,16.97946,23.91916,23.91916,70.98686,2643.404,1.469204,1.288374,,0.8744922,13.00374,48.89022,5.759385,0.0106664,0.3337259,,,,,,,,,5.221793,3.871176,0.5860752
Lao PDR,LAO,2011,East Asia & Pacific,Lower middle income,,,,,,,,,,,,2.896037,3.803622,94.64748,0.403955,5.545292,70.90928,4.03142,0.0107932,0.4225492,,,,,,,,,4.482627,,1.260656
Lao PDR,LAO,2012,East Asia & Pacific,Lower middle income,,,,,,,,,,,,3.399314,5.097583,93.02876,0.9831176,13.86942,69.05283,5.459434,0.0102157,0.6625314,,,,,,,,,4.412777,,1.991775
Lao PDR,LAO,2013,East Asia & Pacific,Lower middle income,,,,,,,,,,,,3.287263,5.449483,87.43677,1.765575,18.32768,57.60028,7.538851,0.0082717,0.697423,,,,,,,1.496942,0.778749,1.532377,,1.427177
Lao PDR,LAO,2014,East Asia & Pacific,Lower middle income,,,,,,,,,,,,2.107615,2.987808,89.63236,0.5696288,5.945004,66.15778,5.871844,0.0082678,0.4127996,,,,,,,4.34233,2.675518,4.371269,,1.417258
Lao PDR,LAO,2015,East Asia & Pacific,Lower middle income,,,,,,,,,,,,2.362687,3.665334,78.99441,0.8162726,9.347649,55.88963,5.819514,0.0104885,0.4202555,,,,,,,7.240922,1.264733,7.26179,,1.314852
Lao PDR,LAO,2016,East Asia & Pacific,Lower middle income,,,,,,,,,,,,1.931269,3.334556,81.12807,0.8174742,10.2189,54.63197,5.133757,0.0192528,0.4972305,,,,,,,7.917357,-0.0759219,8.009765,,1.19806
Lao PDR,LAO,2017,East Asia & Pacific,Lower middle income,,,,,,,,,,,,2.147119,3.635573,79.92816,0.7996697,9.711312,54.71534,5.99352,,,,,,,,,13.29771,5.542011,13.36254,,1.499757
Malaysia,MYS,1960,East Asia & Pacific,Upper middle income,98.55272,28.13891,0.142863,9.728292,,8.061557,8.061557,15.49384,15.49384,52.03074,3975.161,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1961,East Asia & Pacific,Upper middle income,98.48066,29.32386,0.1706227,11.05945,,9.362329,9.362329,16.44977,16.44977,56.91465,4215.961,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1962,East Asia & Pacific,Upper middle income,98.38328,29.68825,0.201356,12.2532,,10.63068,10.63068,17.03905,17.03905,62.39008,4416.029,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1963,East Asia & Pacific,Upper middle income,97.46403,25.6975,0.3131034,12.03338,,10.47452,10.47452,15.49943,15.49943,67.58002,4762.708,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1964,East Asia & Pacific,Upper middle income,96.65764,25.34275,0.4383405,12.67636,,11.06133,11.06133,15.84365,15.84365,69.81556,4916.79,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1965,East Asia & Pacific,Upper middle income,95.78178,26.82163,0.5665305,12.86403,,11.1606,11.1606,16.06852,16.06852,69.45629,6175.96,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1966,East Asia & Pacific,Upper middle income,95.31363,28.47717,0.7695277,15.65102,,12.359,12.359,17.5907,17.5907,70.25871,5990.353,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1967,East Asia & Pacific,Upper middle income,94.55518,28.8277,1.149045,19.95437,,13.78778,13.78778,19.77437,19.77437,69.72552,5977.42,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1968,East Asia & Pacific,Upper middle income,95.29064,30.8814,1.183724,23.95182,,15.09397,15.09397,22.86743,22.86743,66.00643,7060.782,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1969,East Asia & Pacific,Upper middle income,96.36819,34.44061,0.9946822,26.3934,,16.57334,16.57334,26.35576,26.35576,62.88318,8110.532,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1970,East Asia & Pacific,Upper middle income,96.52077,32.79977,0.8858566,24.57542,,16.45114,16.45114,25.4173,25.4173,64.72418,8658.395,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1971,East Asia & Pacific,Upper middle income,96.90109,34.20398,0.8326215,26.0356,,17.94172,17.94172,26.82787,26.82787,66.87717,10224.01,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,1972,East Asia & Pacific,Upper middle income,96.88921,35.97036,0.8737856,27.21512,,18.59825,18.59825,28.43093,28.43093,65.41557,12433.18,,,,,,,,,,,,,,,,,,0.4957103,,
Malaysia,MYS,1973,East Asia & Pacific,Upper middle income,96.45754,36.99438,1.043555,28.41499,,20.18805,20.18805,29.17524,29.17524,69.19583,17361.94,,,,,,,,,,,,,,,,,,1.004829,,
Malaysia,MYS,1974,East Asia & Pacific,Upper middle income,97.28881,42.55747,1.010846,36.27337,,22.02524,22.02524,34.77412,34.77412,63.33803,24980.17,,,,,,,,,,,,,,,,,,0.8740454,,
Malaysia,MYS,1975,East Asia & Pacific,Upper middle income,97.45914,52.31815,1.233116,47.29834,,24.96347,24.96347,44.2294,44.2294,56.4409,24268.25,,,,,,,,,,,,,,,,,,0.8495719,,0.044925
Malaysia,MYS,1976,East Asia & Pacific,Upper middle income,97.67292,55.54981,1.195379,50.17267,,26.60269,26.60269,47.51968,47.51968,55.98248,29755.4,,,,,,,,,,,,,,,,,,0.8597187,,0.0356065
Malaysia,MYS,1977,East Asia & Pacific,Upper middle income,98.14877,59.31111,1.023295,54.25304,,28.97466,28.97466,50.88506,50.88506,56.94138,34609.66,,,,,,,,,,,,,,,,,,1.126383,,0.0309217
Malaysia,MYS,1978,East Asia & Pacific,Upper middle income,98.3138,62.46882,0.9931242,57.90427,,32.38935,32.38935,53.71173,53.71173,60.30219,40730.89,,,,,,,,,,,,,,,,,0.3178799,1.785018,,0.0263945
Malaysia,MYS,1979,East Asia & Pacific,Upper middle income,98.08708,61.48421,1.111139,56.97501,,33.77187,33.77187,53.41782,53.41782,63.22209,44773.41,,,,,,,,,,,,,,,,,,2.012853,,0.0215402
Malaysia,MYS,1980,East Asia & Pacific,Upper middle income,96.78719,66.92944,2.078018,62.60104,,39.65004,39.65004,57.99703,57.99703,68.36564,49126.64,,,,,,,,,,,10.12893,,1311.776,,,1.578831,,1.637534,,
Malaysia,MYS,1981,East Asia & Pacific,Upper middle income,97.38444,77.09937,1.987849,74.01288,,48.80982,48.80982,67.8005,67.8005,71.99035,53575.75,,,,,,,,,,59.66039,11.19271,20.80647,1323.045,,,1.454601,,1.491728,,
Malaysia,MYS,1982,East Asia & Pacific,Upper middle income,97.61282,82.90617,1.992979,81.49367,,53.94941,53.94941,74.48335,74.48335,72.4315,57992.29,,,,,,,,,,54.36791,8.12702,8.398892,1340.593,,,3.666731,1.119219,3.749384,,
Malaysia,MYS,1983,East Asia & Pacific,Upper middle income,95.99021,86.39169,3.666765,87.77847,,58.89421,58.89421,78.24701,78.24701,75.26704,64629.2,,,,,,,,,,60.11338,6.919019,16.44491,1376.572,,,7.175461,0.3525909,7.295665,,
Malaysia,MYS,1984,East Asia & Pacific,Upper middle income,95.0298,89.24769,4.919712,94.06443,,64.28554,64.28554,81.93457,81.93457,78.4596,69717.87,,,,,,,,,,62.45284,7.661607,10.1654,1434.938,,,9.482809,1.767643,9.439214,,
Malaysia,MYS,1985,East Asia & Pacific,Upper middle income,96.20629,102.3675,4.379193,111.0538,,76.8084,76.8084,94.44239,94.44239,81.32832,73712.93,,,,,,,,,,68.09892,7.121549,11.29107,1423.175,,,17.24509,3.397418,17.28517,,
Malaysia,MYS,1986,East Asia & Pacific,Upper middle income,97.83206,122.8459,2.929693,132.2076,,91.16642,91.16642,113.4242,113.4242,80.37655,76793.3,,,,,,,,,,68.64275,6.268524,6.138326,1408.65,,,20.92497,0.1586468,21.11805,,
Malaysia,MYS,1987,East Asia & Pacific,Upper middle income,98.20667,118.4882,2.336938,127.9755,,84.47469,84.47469,109.4406,109.4406,77.18771,78476.76,,,,,,,,,,51.88011,7.75454,22.82585,1404.188,,,20.45629,-0.1149722,20.54584,,0.1516903
Malaysia,MYS,1988,East Asia & Pacific,Upper middle income,98.31168,109.6215,2.10457,122.5496,,77.80329,77.80329,100.8771,100.8771,77.12685,74919.58,,,,,,,,,,57.32431,8.756452,12.38036,1398.152,,,17.5806,-0.0056702,17.92646,,0.2825611
Malaysia,MYS,1989,East Asia & Pacific,Upper middle income,98.67938,111.0859,1.658347,123.9151,,80.81513,80.81513,102.5273,102.5273,78.82306,87609.29,,,,,,,,,,79.37598,11.53626,21.4232,1420.506,,,15.45909,0.3938369,15.65566,,0.3572969
Malaysia,MYS,1990,East Asia & Pacific,Upper middle income,98.32449,84.62786,1.658234,97.3109,,72.64427,72.64427,76.20878,76.20878,95.32271,46484.87,,,,,,,,1.251535,1.482583,99.05021,19.54066,24.56458,1486.426,18.18331,54.79422,14.27468,-0.3452648,14.56018,,0.4207259
Malaysia,MYS,1991,East Asia & Pacific,Upper middle income,97.9505,57.33558,1.490199,71.22011,,62.85571,62.85571,49.23443,49.23443,127.6662,52279.45,,,,,,,,1.368505,1.554461,105.6762,21.64141,20.57373,1717.068,21.77679,51.37725,13.34875,,13.59711,,0.2648988
Malaysia,MYS,1992,East Asia & Pacific,Upper middle income,99.10979,75.14675,0.8060576,89.74139,,81.10188,81.10188,66.24326,66.24326,122.4304,91086.36,,,,,,,,1.502883,1.683578,126.9846,25.41125,24.71105,1910.259,21.92523,47.04867,8.881386,-1.815196,9.057389,,0.2587555
Malaysia,MYS,1993,East Asia & Pacific,Upper middle income,99.28262,93.97704,0.7312958,101.2084,,93.12348,93.12348,84.37572,84.37572,110.3676,108309,,,,,,,,1.606723,1.617818,224.4505,24.33754,9.432608,2088.797,19.45999,42.70788,7.181511,0.2302134,7.313014,,0.2624967
Malaysia,MYS,1994,East Asia & Pacific,Upper middle income,99.21758,98.09333,0.7953717,100.8608,,94.05703,94.05703,87.75517,87.75517,107.1812,124128.8,,,,,,,,1.761377,1.735573,265.5637,17.38694,6.038209,2377.675,23.80397,40.78851,6.84837,0.2148286,6.959104,,0.1601438
Malaysia,MYS,1995,East Asia & Pacific,Upper middle income,99.17551,99.32793,0.8985893,108.0889,,102.3572,102.3572,88.45923,88.45923,115.7111,144498.1,,,,,,,,1.908617,1.769269,229.303,40.59032,29.56169,2552.763,30.48492,36.7967,7.39417,0.3945665,7.499018,3.284153,0.1305406
Malaysia,MYS,1996,East Asia & Pacific,Upper middle income,97.34152,103.3989,3.296899,120.7176,,115.3427,115.3427,91.12638,91.12638,126.5744,166554.5,1.655905,3.604782,46.65688,1.088338,15.36791,46.4487,11.83286,1.930226,1.873374,257.6825,42.87937,9.868396,2926.117,35.30185,31.06091,8.995953,1.943384,9.110109,2.991116,0.1627616
Malaysia,MYS,1997,East Asia & Pacific,Upper middle income,96.21892,108.6465,5.344168,135.9953,,129.8869,129.8869,95.04392,95.04392,136.6598,123482,1.428432,3.27034,53.89921,0.8207515,11.21425,43.18288,12.28119,1.968774,1.766896,184.4891,32.5937,23.08539,3246.333,35.85529,23.21093,12.30134,0.3809797,12.48134,3.703354,0.1944307
Malaysia,MYS,1998,East Asia & Pacific,Upper middle income,96.14647,117.7375,6.129196,152.9249,,144.5678,144.5678,105.3197,105.3197,137.2657,124747.8,1.032406,2.462868,50.25794,-0.9320249,-13.27304,41.36971,7.687778,2.051488,1.635452,113.3538,40.10794,32.45762,3291.935,41.2297,25.47033,16.45442,0.0096996,16.69859,4.041741,0.2626995
Malaysia,MYS,1999,East Asia & Pacific,Upper middle income,95.34133,116.3367,6.933412,141.8947,,133.0237,133.0237,106.8248,106.8248,124.5252,136184.9,0.9604579,1.912948,36.44471,0.3780921,5.405169,48.58688,12.38235,2.123752,1.5441,150.4487,43.78891,35.31812,3305.195,41.15691,30.39764,18.25139,-0.1440322,18.47277,4.428113,0.4079584
Malaysia,MYS,2000,East Asia & Pacific,Upper middle income,94.3401,108.6924,7.316504,121.9525,,114.3147,114.3147,100.2138,100.2138,114.0707,144958.9,0.9973957,2.276363,56.83503,0.5941889,11.71739,40.06987,15.1763,2.353853,1.404883,134.6042,50.23412,41.595,3393.081,32.7915,28.23429,16.64383,1.130188,16.79502,2.989671,0.3650382
Malaysia,MYS,2001,East Asia & Pacific,Upper middle income,94.1253,120.6111,7.936728,127.1633,,118.7838,118.7838,111.6776,111.6776,106.3632,155723.1,1.061522,2.731016,61.72701,0.809767,9.64867,34.67257,13.21,3.173456,1.536291,124.9681,39.69789,18.13957,3391.1,35.75375,32.47025,18.40782,-0.0452664,18.53338,2.952165,0.395656
Malaysia,MYS,2002,East Asia & Pacific,Upper middle income,96.30295,118.522,4.579128,119.2796,,111.3118,111.3118,110.1252,110.1252,101.0775,158069.1,1.111706,2.766225,62.9077,1.061388,12.88055,36.41017,13.60852,2.714034,1.625621,121.6779,23.23268,20.96746,3540.095,35.62772,32.87807,22.54751,1.123503,22.66938,3.648609,0.4313539
Malaysia,MYS,2003,East Asia & Pacific,Upper middle income,98.42989,114.6564,1.829184,114.6708,,106.8703,106.8703,106.9026,106.9026,99.96972,167747.3,0.9367667,2.619574,70.21215,1.183648,14.54877,34.08375,13.39598,2.932205,1.640425,129.9015,32.35192,31.93194,3631.753,35.83304,33.8427,20.66189,0.2404667,20.78721,3.839258,0.5181854
Malaysia,MYS,2004,East Asia & Pacific,Upper middle income,98.59895,111.153,1.539994,108.377,,100.4923,100.4923,103.8753,103.8753,96.74322,181521.6,0.8142499,3.614074,84.11662,1.871441,22.55502,24.27934,15.2595,3.147783,1.500515,136.855,39.9163,31.74165,3791.089,35.61296,35.18033,22.52,1.241686,22.80726,4.263637,0.6427817
Malaysia,MYS,2005,East Asia & Pacific,Upper middle income,98.78279,110.1046,1.304785,105.8899,,98.60784,98.60784,102.587,102.587,96.12115,187641.3,1.023093,2.513576,95.4977,1.086297,12.50022,36.73669,14.42589,2.755589,1.500353,126.4878,34.57793,24.59033,3950.86,58.20615,33.10243,19.54387,-0.5587522,19.84197,3.167459,0.7781932
Malaysia,MYS,2006,East Asia & Pacific,Upper middle income,99.0244,109.7708,1.023531,103.8889,,97.4495,97.4495,102.5524,102.5524,95.02413,218391.7,0.8314569,1.523101,100,0.4336394,5.102765,46.1014,12.3796,2.982313,1.386696,130.1502,35.50013,32.65541,3896.655,63.27189,34.45843,19.13411,0.3939985,19.32191,3.47931,0.8393068
Malaysia,MYS,2007,East Asia & Pacific,Upper middle income,99.13346,108.5313,0.8704943,99.58593,,93.85661,93.85661,102.3382,102.3382,91.71223,247577.1,0.938897,1.904846,99.16374,0.6097155,7.639638,40.43613,12.4405,2.890793,1.342559,148.5357,58.67877,53.79033,3678.841,63.46916,34.73037,16.2484,0.1069503,16.46622,3.671874,0.8040578
Malaysia,MYS,2008,East Asia & Pacific,Upper middle income,99.35664,106.0459,0.6347033,98.02069,,90.76257,90.76257,100.7383,100.7383,90.09735,262804.6,1.256517,2.290307,100,0.4391519,5.334678,50.43702,13.28834,2.850345,1.247556,116.4141,53.69243,30.63695,3568.805,51.32626,32.7503,13.97008,-0.230489,14.01607,2.941281,0.57582
Malaysia,MYS,2009,East Asia & Pacific,Upper middle income,99.57002,126.2796,0.5046605,116.8655,,104.1607,104.1607,118.2138,118.2138,88.11214,294025.4,1.610372,2.587713,100,0.8047033,9.49856,59.35619,13.27606,2.966406,1.416645,115.3071,39.13183,34.66237,3432.481,57.49486,45.00369,16.25749,-0.5107349,16.39049,3.312053,0.5591248
Malaysia,MYS,2010,East Asia & Pacific,Upper middle income,99.64286,124.9317,0.4140808,115.5287,,101.637,101.637,115.5299,115.5299,87.97469,345368.8,1.372535,2.836121,95.26037,1.080191,12.92425,51.31631,13.82038,2.968403,1.372813,141.7356,39.72414,31.75807,3360.744,60.35633,44.04649,15.47663,0.2588067,15.65976,2.97807,0.4324916
Malaysia,MYS,2011,East Asia & Pacific,Upper middle income,99.73229,125.8491,0.3116719,116.1103,,102.8204,102.8204,116.8632,116.8632,87.98353,373182.8,2.193165,4.936512,53.5457,2.901116,29.08177,38.98981,18.92837,2.76562,1.322319,139.3627,42.33352,31.38413,3252.946,54.35157,41.48194,13.71386,0.03759,13.84787,2.895782,0.4066079
Malaysia,MYS,2012,East Asia & Pacific,Upper middle income,99.76566,131.2885,0.2847306,121.2142,,107.9106,107.9106,122.4497,122.4497,88.1265,414746.1,1.333359,2.876787,45.80321,1.731254,16.96159,39.95396,17.5624,2.792213,1.352011,136.5223,40.2209,28.80538,3134.013,64.9416,46.34168,16.00961,0.0022262,15.90908,3.44167,0.4114594
Malaysia,MYS,2013,East Asia & Pacific,Upper middle income,99.77801,135.12,0.284729,127.9804,,114.1244,114.1244,126.3645,126.3645,90.31367,408981.1,1.142444,2.523384,46.91338,1.47641,14.2311,39.63807,17.38234,2.836552,1.373933,147.9526,40.66384,29.72301,3054.07,56.1588,45.90623,16.42888,0.6851706,16.51679,3.125088,0.4402941
Malaysia,MYS,2014,East Asia & Pacific,Upper middle income,99.79404,133.1675,0.2690905,130.3797,,115.4983,115.4983,124.4543,124.4543,92.80377,405140.1,1.130377,2.44906,48.51709,1.35768,12.66712,39.79841,18.01139,2.821025,1.340147,139.3735,41.38683,30.27607,2996.663,54.01694,45.47301,16.13928,0.7770765,16.15414,3.469682,0.4672272
Malaysia,MYS,2015,East Asia & Pacific,Upper middle income,99.8288,132.3529,0.2314567,134.9644,,119.5017,119.5017,123.7433,123.7433,96.57223,337486.7,1.067617,1.803729,51.56938,0.9344329,9.089861,46.15338,15.09951,2.843841,1.314522,128.8544,38.79684,29.1662,2946.719,46.24295,45.47123,19.90435,0.1796813,20.03969,3.663774,0.5541199
Malaysia,MYS,2016,East Asia & Pacific,Upper middle income,99.78633,127.9916,0.2893912,135.1553,,119.9923,119.9923,119.5201,119.5201,100.3951,325190,1.116346,1.927071,51.93891,1.036746,10.56458,43.15215,16.42455,2.834703,1.24771,120.667,34.05523,27.44763,2900.458,44.41409,46.74001,21.20903,0.7770759,21.31028,4.152748,0.5404885
Malaysia,MYS,2017,East Asia & Pacific,Upper middle income,99.73016,122.2193,0.3569107,131.9127,,116.3657,116.3657,113.4435,113.4435,102.576,368052,1.516818,2.256615,55.36604,1.567044,12.28157,42.88013,23.39166,2.751467,1.139851,128.0738,37.01666,34.09422,2861.274,51.84457,52.59648,20.16787,0.399101,20.36941,5.562088,0.5236439
Myanmar,MMR,1960,East Asia & Pacific,Lower middle income,34.77064,22.06205,9.706757,5.174206,,5.174206,5.174206,8.355183,8.355183,61.9281,2487.584,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1961,East Asia & Pacific,Lower middle income,35.49111,24.81475,11.23624,6.181889,,6.181889,6.181889,9.319421,9.319421,66.3334,2533.347,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1962,East Asia & Pacific,Lower middle income,37.77385,23.32829,9.898247,6.008647,,6.008647,6.008647,8.640898,8.640898,69.5373,2802.483,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1963,East Asia & Pacific,Lower middle income,29.45757,30.95087,13.85634,5.78622,,5.78622,5.78622,8.987838,8.987838,64.37833,3696.148,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1964,East Asia & Pacific,Lower middle income,11.07087,,,,,,,,,46.52174,3369.116,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1965,East Asia & Pacific,Lower middle income,9.379044,,,,,,,,,34.77218,3051.286,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1966,East Asia & Pacific,Lower middle income,11.44378,,,,,,,,,26.91706,3166.69,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1967,East Asia & Pacific,Lower middle income,9.177028,,,,,,,,,24.37107,3172.114,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1968,East Asia & Pacific,Lower middle income,9.818979,,,,,,,,,28.27804,3048.52,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1969,East Asia & Pacific,Lower middle income,10.97623,23.36257,17.154,2.11501,,2.11501,2.11501,5.389863,5.389863,39.24051,2908.095,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1970,East Asia & Pacific,Lower middle income,14.94796,24.21532,19.78905,3.477941,,3.469945,3.469945,6.367399,6.367399,54.49549,2871.97,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1971,East Asia & Pacific,Lower middle income,16.88031,24.297,23.17522,4.706524,,4.601375,4.601375,7.206978,7.206978,63.84611,2554.859,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1972,East Asia & Pacific,Lower middle income,20.82547,23.90632,25.10635,6.603783,,4.840147,4.840147,6.898589,6.898589,70.16141,2983.357,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1973,East Asia & Pacific,Lower middle income,26.592,19.94285,20.09045,7.277752,,4.213728,4.213728,5.037413,5.037413,83.64866,3677.434,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1974,East Asia & Pacific,Lower middle income,27.00853,21.07978,20.48317,7.579246,,3.484734,3.484734,4.548293,4.548293,76.61629,4043.992,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1975,East Asia & Pacific,Lower middle income,26.20471,21.77957,21.61939,7.677045,,2.934167,2.934167,4.15335,4.15335,70.6458,3232.397,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1976,East Asia & Pacific,Lower middle income,23.96521,21.13086,20.05387,6.320729,,3.846586,3.846586,3.820472,3.820472,100.6835,3378.088,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1977,East Asia & Pacific,Lower middle income,27.4344,20.23559,17.33746,6.55466,,5.07436,5.07436,3.659924,3.659924,138.6466,3137.378,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,1978,East Asia & Pacific,Lower middle income,46.60163,20.91606,13.74724,11.99744,,6.332914,6.332914,4.088673,4.088673,154.8892,3573.472,,,,,,,,,,,,,,,,,,,,
